"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc.",
"1c63aecc-7dda-4d1a-99dd-f8c3af232a9f",,"Rozpad genomu a zdravotní rizika v balíčcích hybridní synchronizace \r\n\r\nOd profesora Sama Umekiho \r\n\r\nNeoficiální překlad |random.fullname|\r\n\r\nAbstrakt: \r\n\r\nAplikace pro sekvenování genomu ušly dlouhou cestu od prvních, opatrných pokusů o sestavení genomu Ackermana a Dioufa v počátcích 70. let. S nárůstem popularity privatizovaných a neregulovaných programů genové terapie a úpravy DNA – jako jsou ošetření „Omlazení" sekvencí Elliot Genetics – se objevily nové výzvy.", konkrétně výsledný rozpad genomu a ztráta, které mohou postihnout soukromého uživatele v důsledku nadměrné expozice. Tato práce se snaží řešit tyto nové obavy analýzou málo dostupných dat o práci Elliot Genetics spolu s daty získanými z různých výzkumných iniciativ univerzit sponzorovaných společností Kaizen-6.""",,,"17:19 15/03/2024",
"4366df70-8e88-4e9a-8fab-27e84a423c4e",,"F.P.O.W.A\r\n\r\nAsociace pro blaho bývalých policejních důstojníků \r\n\r\n*Jsme tu pro vás.* \r\n\r\nBezplatné základní bydlení pro ty, kteří to potřebují.\n\r\nPro více informací kontaktujte |story.flophouseowner.name|\n\r\nUpozornění: Už nemůžeme pomáhat s peněžními ani sociálními úvěrovými nároky.",,,,"10:56 26/10/2022",
"322242a7-adde-45f7-9034-783efa802a7f",,"Elliot Genetics\n|story.partnerfullname|\nSenior Research Geneticist ",,,,"14:22 16/03/2023",
"2573b47d-dacb-48bf-976a-fa6b649a9f41",,"|city.player.firstname|,\n\nNastavil jsem heslo zpět na 1234.\n\nOpatruj se, |story.partnerfirstname|",,,,"14:22 16/03/2023",
"92f6470a-7f10-47fc-9ada-868a09c0ab2f",,"Bez předmětu",,,,"11:07 05/09/2022",
"0e42b173-9dd7-4aee-a39c-aba8c3c245b3",,"|receiver.firstname|, prosím – poslouchejte mě, okamžitě opusťte dům. |story.associate.firstname| si pro vás jde. Pokud někdo přijde s tím, že mě zná, neotvírejte dveře. Jděte někam do bezpečí, nechoďte sem. \r\n\r\nJe mi líto, \n|casualname|",,,,"14:56 16/03/2023",
"a45b1131-6a19-4afe-9411-093496ecf5b5",,"Rada?",,,,"11:07 05/09/2022",
"a9fd21b6-a40d-4dc6-a774-28cce4f83579",,"|receiver.casualname|,\n\nDoufám, že ti to nevadí, ale potřebuji radu a nevím, koho jiného se zeptat! \nJe to o |story.kidnapper.firstname|. |story.kidnapper.heshe| dnes večer přišel/přišla, ale poznal/a jsem, že něco není v pořádku, a když jsem se zeptal/a, co se děje, |story.kidnapper.heshe| jen řekl/a, že musí jít. \n\nNejsem idiot, vím, že |story.kidnapper.heshe| měl/a minulost, ale v poslední době šlo všechno tak dobře. \nCo mohu dělat?\n\n   ",,,,"11:07 05/09/2022",
"561c6bca-a068-4c19-8283-02b5737b5dd1",,"|receiver.casualname|, \nNerada to říkám, ale obávala jsem se, že by se to mohlo stát. Jsem si docela jistá, že jsem nedávno viděla |story.kidnapper.firstname| poflakovat se s nějakým nízkorozpočtovým člověkem na tom místě, |story.bar.name|.\n \nJsi příliš milá, |receiver.firstname|, nemůžeš pomoct všem. Mysli jednou na sebe. \n \n|casualname|",,,,"11:07 05/09/2022",
"6d477f11-0370-4a00-81e3-e1f9d63d784f",,"|story.partnerfullname|\n|city.player.home.name|\n\nTohle nepokazte",,,,"11:07 05/09/2022",
"76777265-69a2-426c-b14a-ede1bb15c777",,"Vytisknutý obsah vmailu",,,,"11:07 05/09/2022",
"518799cb-5c67-4e37-b681-5b7991f2fe22",,"Děkujeme, že jste si pro své mezikontinentální cesty vybrali Envoy Express, přejeme vám\r\nbezpečnou a příjemnou cestu. Nezapomeňte si s sebou v den cesty vzít schválené cestovní doklady.\r\n\r\nJméno zákazníka: |receiver.fullname|\r\n\r\nPasažéři: x1 dospělý\r\n\r\nDestinace: Hong Kong Elder-Cho Shuttle Station\r\n\r\nČíslo jízdenky: HKSS1-32-X\r\n\r\nTyp jízdenky: Express Single\r\n\r\nPotřebujete cestovní pojištění? Náš oceňovaný partner v oblasti pojištění, Spartan Insurance, vám může\r\npojistit vaši cestu a další!\r\n\r\nSpartan Insurance: Ochrana proti všem šancím!",,,,"11:07 05/09/2022",
"078d6f3c-d046-4ffe-a925-70ccf213e156",,"|receiver.formalname|,\r\n\r\nVaše smlouva byla vypovězena. Toto je příkaz k nahlášení se na nejbližší policejní oddělení, kde budete zatčen/a za porušení zákona podle § 3181A korporačních nařízení č. 366:\r\n\r\n'Pokud agent předá citlivé informace jiné osobě nebo osobám mimo svou úroveň prověrky, jeho právo na život bude okamžitě propadnuto.'\r\n\r\nJakýkoli pokus o únik před naší jednotkou pro udržování míru povede k opatření podle § 3181B: zadržení a případné propadnutí života nejbližších příbuzných.\r\n\r\nS úctou,\r\n\r\nREDACTED",,,,"11:07 05/09/2022",
"3ef96cb8-cd31-40ab-9f9d-2ea3da37bfa7",,"|receiver.firstname|,\nBuď v bezpečí.\n|writer.casualname|",,,,"11:07 05/09/2022",
"af396bb4-37cc-4f3e-a43d-6a837a3ceedd",,"Asociace Nový list pro právně znevýhodněné\r\n\r\nJsme přátelská, nezaujatá skupina, která vítá všechny, kteří se chtějí stát produktivními členy společnosti. \r\n\r\nNaši poradci vám mohou pomoci vrátit se do práce a začít platit sociální restituční platby s naším báječným šestikrokovým programem „Nový list, nové já".\r\n\r\nPřipojte se k jedné z našich kapitol ještě dnes! \r\n\r\nS laskavou podporou Kensington Indigo",,,,"11:07 05/09/2022",
"6c839df8-235d-4bbd-8412-d284b6c14282",,"dnes večer - potřebuješ zbraň \n\njdi k |story.weaponsdealer.name|, zaklepej, pak řekni heslo |story.weaponsdealer.location.password|\n\r\r\n|story.associate.initial|",,,,"11:07 05/09/2022",
"aa356bf2-fb27-4971-9fff-f20ff335eb3f",,"zavolej mi\n\n|story.associate.initial|",,,,"11:07 05/09/2022",
"dbc1750e-e403-4759-8b08-94ecb5a5b01a","LOC_IGNORE","|owner.fullname|\n|owner.home.name|\n|owner.dateofbirth|",,,,"11:07 05/09/2022",
"3316413a-a2ef-462a-8f31-851060ea3c13","LOC_IGNORE","|writer.casualname|—",,,,"11:07 05/09/2022",
"6c4f4d9f-4505-4ead-89f8-42ae1aaf340f","LOC_IGNORE","|writer.initial|—",,,,"11:07 05/09/2022",
"e419e9e5-daf3-4b15-b308-dc9ce7db4f8d","LOC_IGNORE","|writer.initials|—",,,,"11:07 05/09/2022",
"5bc73283-e525-4996-8a50-82a07b79594c",,"Toto telefonní číslo je |telephone|.",,,,"11:07 05/09/2022",
"7660e121-72c8-4e39-b731-eda0924dee2a",,"Ať už je to kdokoli, nemám zájem",,,,"17:11 10/04/2024",
"5c8fa2fb-32bb-4494-9e5c-4c34bdd81377",,"Mluví |firstname|.",,,,"11:07 05/09/2022",
"1ff082e9-6bb8-4cc6-9f59-f88bbb9b27a8",,"Ahoj |receiver.casualname|",,,,"17:00 16/04/2024",
"a08ef30a-76d8-4fcb-b84b-0f9107bf5b51",,"Jak se daří?",,,,"11:07 05/09/2022",
"93cd1c59-4ce9-48e5-97b8-2d26883808fa",,"Volám na pokec. Však víš, jak to je.",,,,"11:07 05/09/2022",
"90397872-67ba-459b-8062-158234787562",,"Co se děje v životě |receiver.fullname|?",,,,"11:07 05/09/2022",
"b4707f36-67f3-4fe4-9913-55dffc57d623",,"Ach víš, nic moc.",,,,"11:07 05/09/2022",
"f814ab28-2786-46d0-89aa-37d2f51a984a",,"Po staru, po staru.",,,,"11:07 05/09/2022",
"a4e688d8-ae39-4b16-976c-c6ae924cef7b",,"Viděl/a jsi včera ten zápas?",,,,"11:07 05/09/2022",
"acb0d804-af72-4986-8177-11e2fb40f1fa",,"Hledá se pečlivý vyšetřovatel.\nVysoce osobní úkol: podezření z nevěry.\r\n\rPotřebuji potvrzení.\n\r\nVyžadují se pevné důkazy: fotografie, v-maily nebo dokumenty. \r\nNabízím částku |sidejob.reward|.\n\nZavolejte na |sidejob.fakenumber|",,,,"11:07 05/09/2022",
"87ca4dde-aa8f-4817-b30d-04542d8cb033",,"Můžete mi pomoci? \r\nMám hrozné podezření, že mě partner podvádí. Často se vrací domů pozdě bez dobrého důvodu. \r\n\rPotřebuji něco, s čím je mohu konfrontovat.\r\n\r\nPoplatek ve výši |sidejob.reward| každému, kdo má informace. \r\nŽádná jména zde, ale zastihnete mě na |sidejob.fakenumber|.",,,,"11:07 05/09/2022",
"a31c3bde-e508-45d5-8133-8a909c9341f6",,"Nevím, o čem mluvíš...",,,,"11:07 05/09/2022",
"983a09fd-5bcb-422c-bcd8-cc42df919b28",,"Poslouchej pozorně. Nemůžu mluvit dlouho...",,,,"11:07 05/09/2022",
"6228f963-3432-4589-9b44-986726dd9d8b",,"Tady |fullname|, spletl/a jste si číslo?",,,,"11:07 05/09/2022",
"7e3a5580-36f6-4310-a057-a52170a1ed38",,"Jmenuji se |fullname| a bydlím na adrese |address|.",,,,"11:07 05/09/2022",
"767fec9e-acc4-4d84-a30d-0c0bcaed7d65",,"Můj partner je |partner.fullname|. Už víte, co tuším...",,,,"11:07 05/09/2022",
"e4f121be-b67d-49f6-93d6-34d1f436bbc4",,"Důkazy mi můžete předat telefonicky nebo osobně.",,,,"11:07 05/09/2022",
"79dd75bd-99c0-483d-baad-35d9608afb78",,"Nenechte se chytit. Mám si co promyslet o své pověsti.",,,,"11:07 05/09/2022",
"1f6992a1-0799-4658-92a9-316b865bd0e4",,"|City.time.timeofday|, |firstname| tady.",,,,"17:26 10/04/2024",
"2912fef6-4d69-49dd-8148-37a04fe8ef40","LOC_IGNORE","|receiver.initials|,",,,,"11:07 05/09/2022",
"d380edb4-99f7-4a13-9d25-6f13cd9c4af9",,"Promiň, že jsem ti to propásl, drahoušku. Mám toho hodně. Stejný čas, stejné místo?",,,,"17:00 16/04/2024",
"330dfa2b-3bd8-4550-a287-f243edd67aa0",,"Prosím, neboj se, drahoušku. Nesnesu pomyšlení, že jsi rozrušená. Dnes večer?",,,,"17:00 16/04/2024",
"03c73687-f2a7-49bf-87a3-6fd5e8ad953e",,"Můj život je prázdný, když nejsi se mnou. Musím tě dnes večer vidět. Bolí to být od sebe. Doufám,",,,,"11:07 05/09/2022",
"91c0021b-b22a-4b5b-be87-22c2fad6382a",,"Má lásko, slunce mého nebe, nepotkáš se se mnou dnes večer?",,,,"17:00 16/04/2024",
"4e937e34-8c49-4b18-bb31-6a54ac1810b2",,"Už mám všeho dost. Pojďme si sbalit kufry a jet, kamkoli, už mě to nezajímá. Potkáme se dnes večer?",,,,"11:07 05/09/2022",
"69ec7c5a-530e-4692-8367-5163ab85be02",,"|receiver.job.employer.employee.casualname| řekl/a, že jsi tam nebyl/a. Kde jsi? Jsi s nimi?",,,,"11:07 05/09/2022",
"ad05e106-c463-4787-aa17-2556224a996d",,"Kde jsi? Proč mi nebereš telefony?",,,,"11:07 05/09/2022",
"1689dea2-771b-4db4-81a6-214b91f831b3","LOC_IGNORE","|writer.casualname|",,,,"11:07 05/09/2022",
"366ff4c0-dd55-40d6-bcdb-e916bf32d4c1",,"Vaše rezervace",,,,"15:09 13/03/2023",
"30f49c66-e037-4c30-8de0-1827866175ef",,"Vážený zákazníku,\r\n\r\nS potěšením potvrzuji vaši průběžnou rezervaci v |meetingplace.name|. Těšíme se na vás každé:\n\r\n|days|\n\r\n|time|",,,,"13:34 13/03/2023",
"14f83158-6eb9-4d73-8a84-e304403ece1d",,"|receiver.initials|,\r\n\r\nKdyž jsem viděl/a tvůj <s>obličej</s> úsměv přes místnost,\r\n\r\nBylo to, jako by vykvetly stovky květin,\r\n\r\nPo celém městě, <s>holubi</s> <s>vrkali</s> <s>zpívali</s> rádia hrála naši píseň \r\n\r\nA doprava zpívala s námi\r\n\r\nA dokonce i jeřáby to pískaly\r\n\r\nNepotkáš se se mnou dnes večer ve čtvrt na (devět)?",,,,"11:07 05/09/2022",
"46b16b3a-e0a7-462d-8e75-67c63ec31bdd",,"Děkuji, detektive. To jsou informace, které jsem potřeboval/a.",,,,"11:07 05/09/2022",
"87f4f4a0-d427-4d60-b96e-430b25f74c52",,"Ozvu se vám s vaší odměnou.",,,,"11:07 05/09/2022",
"b9ae2c49-fdfb-4afc-a903-9c81373eb27e",,"Jsi tu kvůli té práci, co?",,,,"11:07 05/09/2022",
"c6363423-3bb8-4be4-89f9-199dd79ad775",,"Plakát je od |sidejob.poster.fullname|.",,,,"11:07 05/09/2022",
"8593166d-b7b9-4e87-9482-852dd6992198",,"Bydlí na |sidejob.poster.home.name|.",,,,"11:07 05/09/2022",
"f31e97de-f16e-475c-ac99-b4764eb2966b",,"|sidejob.poster.firstname| podezřívá svého partnera, |sidejob.poster.partner.firstname|, z podvádění.",,,,"11:07 05/09/2022",
"42e60a52-692a-476f-80dd-5720acbec332",,"To je vše, co smím říct. Zbytek už musíte udělat vy.",,,,"11:07 05/09/2022",
"71317fde-bd52-4b68-b9c4-3ad3c9899232",,"Až budete mít informace, vložte formulář pod jejich dveře.",,,,"11:07 05/09/2022",
"8e4edfb1-db0f-49cb-8ca8-c1090512c060",,"Šampaňské na přivítanou"
"da9bc98f-ef8e-468c-afd0-3d433d48979b",,"Těším se, až vás přivítám v |meetingplace.name|.\n\nK vašim službám, \n\n|meetingplace.name| Maître d'",,,,"13:34 13/03/2023",
"1284b61a-d9c1-4559-90f2-31da7e24f7c6",,"Rezervace č.: |name|",,,,"13:35 13/03/2023",
"3a515802-9d0c-4178-ae05-cfdb241ca3af",,"Vítejte v aktuálním newsletteru Business Clubu.",,,,"17:06 18/04/2024",
"c661b90b-354c-466c-8d70-5178767a8fa6",,"Děkujeme všem, kteří si udělali čas a zúčastnili se naší poslední schůzky. Pro připomenutí, nyní se scházíme každých |random.number10| dní v |random.eatery.name|. Pokud víte o někom, kdo si chce zvýšit své sociální kredity a připojit se, proč je nepožádat, aby předali kopii své nejnovější zprávy o sociální měně pokladníkovi k posouzení? Vítáme každého s dobrým společenským postavením. \n\nRádi bychom přivítali naše nové obchodní členy:\n\n|random.fullname|\n|random.fullname|",,,,"17:04 18/04/2024",
"e1d25926-2ee2-46db-8b03-8571839e0ab7",,"Bankovní výpis |owner.fullname|\n|owner.home.name|",,,,"14:53 17/03/2023",
"712d9bac-74f0-44b5-a84c-0ce714222c93",,"Dobití předplatného V-Love",,,,"11:07 05/09/2022",
"b7b46d75-2492-4a15-b036-c577c8005ed8",,"Doplnění předplatného V-Love",,,,"11:07 05/09/2022",
"94e72f9b-d669-4a84-b4aa-70c087c91bb2",,"Poplatek za administraci V-Love",,,,"11:07 05/09/2022",
"c812c30b-7564-4d55-a3be-6313db521af0",,"Členství v posilovně",,,,"11:07 05/09/2022",
"774ac25e-1b32-45a4-94f5-9daff3b56854",,"Roční obnova členství Lacuna Gold",,,,"11:07 05/09/2022",
"c7738446-3275-450a-8126-042da973c1dc",,"Poplatek za zpracování členství Violet Lounge",,,,"11:07 05/09/2022",
"3c82c14f-76f0-4c32-8980-c7aa64e24cf8",,"Partnerská platba Kaizen-6",,,,"11:07 05/09/2022",
"ed536c2a-41d3-44e6-8106-0439f1e6ffb3",,"Poplatky za předplatné Candor Media",,,,"11:07 05/09/2022",
"cf3acca2-1ecb-4c38-a4ae-81d77b8006d5",,"Poplatek za obchodní členství Kensington Indigo",,,,"11:07 05/09/2022",
"9c862283-4a71-4942-9c7f-422688c908af",,"Partnerský poplatek Kensington Indigo",,,,"11:07 05/09/2022",
"ad608d91-514f-4f28-91c5-ab6d145b223a",,"Osobní rozvoj Kensington Indigo",,,,"11:07 05/09/2022",
"205a6b72-032f-4b87-a189-02216e27ccd4",,"Splátka penzijního fondu Candor",,,,"11:07 05/09/2022",
"009b77ee-c863-4e97-867f-c156f0bda4f3",,"Splátka penzijního fondu Kaizen-6",,,,"11:07 05/09/2022",
"edd40fee-d36a-4bd4-bb2a-72c0ead2dd78",,"Splátka penzijního fondu Elliot Genetics",,,,"11:07 05/09/2022",
"0f94ef35-7089-4d54-911d-25fdf57207e6",,"Splátka penzijního fondu Starch",,,,"11:07 05/09/2022",
"2b0a94d3-7d42-4026-95ee-4cecc53e0887",,"Poplatek za přihlášku Elliot Genetics",,,,"11:07 05/09/2022",
"9198ed1d-8ad4-4f2d-8e2c-2dffa60b79e2",,"Poplatek za správu rezervace Elliot Genetics",,,,"11:07 05/09/2022",
"32faace4-802f-4fe8-9735-d12bb2b37395",,"Elliot Genetics – Platba předem",,,,"11:07 05/09/2022",
"e3e89723-81d4-42f0-a784-41452a64f678",,"Poplatky kliniky Elliot Genetics",,,,"11:07 05/09/2022",
"a1fc33d7-fd4d-4c4c-a5f9-60c6109dcf60",,"Pokuta bytového konsorcia Joint Corporation",,,,"11:07 05/09/2022",
"5c1cdb19-2e6c-4610-b3d3-7ea38b367c10",,"Administrativní poplatek bytového konsorcia Joint Corporation",,,,"11:07 05/09/2022",
"98dfb5d9-2eae-432d-ae3e-48b9920784a1",,"Nájemné pro |landlord.name|",,,,"13:57 17/03/2023",
"924f1c77-d84d-4b28-a338-ed5ba3662645",,"Kauce pro |landlord.name|",,,,"13:57 17/03/2023",
"1bab8dfb-b31a-4520-8ce2-f9f43e0d150a",,"Poplatky a účtované položky Zap Attack Pest Co.",,,,"11:07 05/09/2022",
"0497d208-8f1c-4ddc-8ea5-bace796bbcf8",,"Administrativní poplatek Zap Attack Pest Co.",,,,"11:07 05/09/2022",
"dab72f32-f41c-4633-93cb-67f34b55114c",,"Příspěvek na údržbu budovy",,,,"11:07 05/09/2022",
"b312407f-6e7c-4f25-965e-8a925f1706c5",,"Fond údržby budovy",,,,"11:07 05/09/2022",
"f651c05c-e091-4404-bcfb-6c7b442d9ec5",,"Telefonní poplatek |home.telephone|",,,,"13:57 17/03/2023",
"e242a85e-41dd-4682-bb9b-f157f24aac8d",,"Poplatek za energie |home.name|",,,,"13:57 17/03/2023",
"349899ee-1084-4471-83eb-0b37a0708724",,"Splátkový kalendář",,,,"11:07 05/09/2022",
"46ea6061-123c-49a0-84f6-d2b3154a1516",,"Poplatky za pozdní platbu",,,,"11:07 05/09/2022",
"53a7160c-2cb2-48fd-b0de-d27223d282b5",,"Poplatky lékárny",,,,"11:07 05/09/2022",
"691dde49-979c-42bf-9771-9ed91a0a21ed",,"Poplatky kliniky",,,,"11:07 05/09/2022",
"7cbbe88f-e54c-49b6-8a1b-e126bd348dfd",,"Zahraniční převody Trusty5",,,,"11:07 05/09/2022",
"c6ae6d74-4eae-45e0-a441-0461fa672519","LOC_IGNORE","Luca Siempre",,,,"11:07 05/09/2022",
"c90aa349-66bb-4344-9a61-f59e579fbb9d",,"Dar: LEM Ltd",,,,"11:07 05/09/2022",
"7f961bea-d402-4867-95c6-da4939358a4f",,"Lidová kuchyně",,,,"11:07 05/09/2022",
"cdd91fda-08ad-4b2d-be41-e25ebb359f3f",,"Fond pomoci rodinám paní Laghariové",,,,"11:07 05/09/2022",
"67db56e8-79f4-4ccd-804c-f12c1d3d2b3c",,"Spartan Insurance",,,,"11:07 05/09/2022",
"1f149941-7474-40e3-b472-4f19d6772b1a",,"Výplatní páska |job.employer.name|",,,,"14:27 17/03/2023",
"2b0c6aad-9d1e-44a8-9c54-16b96b0ad37e",,"Finanční úřad |city.name|",,,,"11:07 05/09/2022",
"93ee8d39-84fc-4c02-88b0-25d501f958db",,"Květinová doručovací služba",,,,"11:07 05/09/2022",
"f806217f-00aa-45db-b856-175423eb2a07",,"Poplatek za zamítnutí Elliot Genetics",,,,"11:07 05/09/2022",
"67d69f1f-3f1f-4cf2-b787-1817c38125d2",,"Schválení transakce",,,,"11:07 05/09/2022",
"2546c774-5a7a-4806-aad6-42a55675be02",,"Vážený/á |receiver.formalname|,\n\nNedávno jsme zaznamenali neobvyklou aktivitu na vašem účtu a dočasně jsme zablokovali následující transakce:\n",,,,"11:07 05/09/2022",
"2b9aa4a2-8a69-4f2c-b318-ab954e20bcda",,"Z účtu |receiver.fullname|, č. účtu: 463811\nNa účet |receiver.paramour.fullname|, č. účtu: 820410\nČástka: Cr500",,,,"11:07 05/09/2022",
"00d6bf4c-de1e-4a63-9063-e67e539368f4",,"Prosím, potvrďte, zda jsou tyto transakce oprávněné, a my prostředky uvolníme. V opačném případě kontaktujte náš oddělení pro boj proti podvodům.",,,,"11:07 05/09/2022",
"d947c685-26d5-49be-8750-3e3ec9317fa9",,"Zlato|,\n\nDnes jsem se pokusil/a použít tvůj účet, ale banka říká, že je zablokovaný??",,,,"17:00 16/04/2024",
"ed216458-5487-41a0-a015-8536ce4ebe29",,"Mé lásce |receiver.casualname|",,,,"17:00 16/04/2024",
"b1ac9cf6-8c29-4cfa-beaf-c051186c02ce",,"S veškerou mou láskou",,,,"11:07 05/09/2022",
"d469e174-c47b-4312-8ef1-5d663332ffff","LOC_IGNORE","|writer.casualname| X",,,,"11:07 05/09/2022",
"f701f942-f776-458b-8580-33ee43cb0013","LOC_IGNORE","|writer.casualname| XXX",,,,"11:07 05/09/2022",
"ce8c925b-a62e-4181-94b7-3f20a4646cc5",,"Tvůj/Tvoje |writer.casualname| Xx",,,,"11:07 05/09/2022",
"4cd38a7e-b229-47e7-b24e-88354cff8023",,"Miluji tě celým srdcem",,,,"11:07 05/09/2022",
"84dffd75-336f-4258-aaf8-85b6365f72b2",,"Neříkám to dost často, ale miluji tě",,,,"11:07 05/09/2022",
"96cac2e0-817f-4448-ac6b-8a78e504d93b",,"Máš štěstí, že mě máš!",,,,"11:07 05/09/2022",
"cbd20d9d-c1aa-4070-a1e9-8612f052ed97",,"Vždy tu budu",,,,"11:07 05/09/2022",
"1a628651-a930-462f-bd84-5c09571074c5","LOC_IGNORE","|receiver.initials|,",,,,"11:07 05/09/2022",
"e1c16abc-8017-48e1-8e13-b1c3614ff55b",,"Jednoho dne už se nebudeme muset dál skrývat.",,,,"11:07 05/09/2022",
"6cbb1f47-84af-40aa-b6df-3d8dcbc71ec8","LOC_IGNORE","|writer.initial|",,,,"11:07 05/09/2022",
"a1f65dba-8867-41bc-b962-f796ab1b9b3d",,"Nebudeš můj/moje?",,,,"11:07 05/09/2022",
"9f114c4b-3053-40e9-ab0b-991378a4a246",,"Nemůžu na tebe přestat myslet",,,,"11:07 05/09/2022",
"91faab28-1ea8-496e-895d-41b98c335a42",,"Žádné mluvení. Poslouchejte pozorně.",,,,"11:07 05/09/2022",
"194a3548-93f8-448f-bb8f-888943c607ae",,"Korporace, která zabila |story.kidnapper.fullname|, se vás pokusí z vraždy obvinit.",,,,"11:07 05/09/2022",
"d7fb64b4-72fe-46b2-a16b-d9dce011542a",,"Můžeme vás ochránit; zařídit, aby to zmizelo. Pěkné místo v polích. Není to to, co jste vždy chtěl/a?",,,,"11:07 05/09/2022",
"ff1a6a65-2e92-47a5-b420-697be57d920c",,"Nezkoušejte se vrátit domů. Až budete mít prostředky, kupte si nový byt.",,,,"11:07 05/09/2022",
"3cdf4e12-7960-4e40-8dc0-9e21c26a7b14",,"OKAMŽITÉ UKONČENÍ SMLOUVY",,,,"11:07 05/09/2022",
"3dfba6cc-7eac-4d1e-92d5-a30b98eda9b7",,"NOVÝ CÍL [PODROBNOSTI UVNITŘ]",,,,"11:07 05/09/2022",
"a4ef9a82-0f5f-46c4-a885-10729780ff41",,"|receiver.formalname|,\r\n\r\nPředstavenstvo formálně požádalo o eliminaci nového cíle:\n\n|story.kidnapper.fullname|\n|story.kidnapper.home.name|\n\r\nMáte dvě hodiny. Prosím, smažte tento vmail po obdržení.\n\r\nS pozdravem,\r\n\r\nREDAHOVÁNO",,,,"11:07 05/09/2022",
"873839f2-1a7b-4ca0-84aa-f47c35a62ac0",,"|receiver.formalname|,\n\nPředstavenstvo je vděčné za vaši kompetenci. Prosím, přijměte tento SyncDisk jako formu platby.\n\nREDAHOVÁNO",,,,"11:07 05/09/2022",
"043fdd75-b0b4-4448-a85a-69d8f2850006",,"|receiver.formalname|,\r\n\r\nPředstavenstvo formálně požádalo o eliminaci nového cíle:\n\n|story.notewriter.fullname|\n|story.notewriter.home.name|\n\r\nMáte dvě hodiny. Prosím, smažte tento vmail po obdržení.\n\r\nS pozdravem,\r\n\r\nREDAHOVÁNO",,,,"11:07 05/09/2022",
"c5b3db33-3005-462c-989f-3c0673a46645",,"Nelze získat informace o posledním volajícím.",,,,"11:07 05/09/2022",
"ac5497e6-cc5e-40bd-96f6-bdb3a1a8ff51","LOC_IGNORE","|City.time.timeofday|",,,,"11:07 05/09/2022",
"e3307d86-2cc8-49d2-91b6-ce9b0b6f7c2b",,"Identifikujte a zatkněte vraha |story.kidnapper.fullname|.",,,,"11:07 05/09/2022",
"e3a7b5a4-f7ad-4fc2-968a-f5ad622f52ed",,"|story.kidnapper.casualname| je mrtvý/á?!",,,,"11:07 05/09/2022",
"f81b6c9a-56bd-46eb-94d3-147fccc5ad2c",,"Věděl/a jsem, že se stane něco špatného...",,,,"11:07 05/09/2022",
"18351d4b-086f-483a-a264-9e1b0f7d165c",,"Musíte pomoct, |story.kidnapper.firstname| zmínil/a někoho jménem |story.associate.fullname|.",,,,"11:07 05/09/2022",
"479ad5fc-9898-4fe5-b541-bfdbaac7b7a4",,"Myslím, že |story.associate.firstname| je nájemný vrah. ",,,,"11:07 05/09/2022",
"a2fe1cc7-fcbb-4ab0-b610-e008e478a271","LOC_IGNORE",,,,,"11:07 05/09/2022",
"f31db7db-fde4-42ad-abc2-7195533af184","LOC_IGNORE","|writer.fullname|\n|writer.job.title|",,,,"11:07 05/09/2022",
"3d4cf9d3-1b88-42a0-a3cb-0bd3348de279",,"Kód trezoru: |writer.passcode|",,,,"11:07 05/09/2022",
"1bb2060c-9a92-4bf9-8081-deaa27466f3e",,"DOSTUPNÁ PRÁCE\r\n\r\nPro diskrétní osobu. \r\n\r\nObchodní záležitosti vyžadují vyšetření. \r\n\r\nVýznamná odměna pro správnou osobu. \r\n\r\nFinanční kompenzace: |sidejob.reward|\n",,,,"11:07 05/09/2022",
"5869c511-fc94-44ad-a663-a6c7660ddead",,"Než odhalím jakékoli další informace, musím se ujistit, že vás nikdo nesleduje.",,,,"11:07 05/09/2022",
"2f5c6d13-5a32-4ad9-acf9-8a95c9d0ae88",,"Telefonní budka na adrese |sidejob.calladdress.name| zazvoní přesně v |sidejob.calltime.time|. Jděte tam.",,,,"11:07 05/09/2022",
"de5952b5-4b04-4a59-ac09-6df03386c04d",,"Potřebuji získat citlivé informace od někoho z |sidejob.purp.job.employer.name|.",,,,"11:07 05/09/2022",
"5430a486-2965-4ce9-adb0-956db581927d",,"Hledáte obálku s červenou pečetí.",,,,"11:07 05/09/2022",
"8bbba9f5-04a7-4794-9e08-44417a0a3bfa",,"Je v držení někoho, jehož jméno začíná na '|sidejob.purp.initial|'.",,,,"11:07 05/09/2022",
"53508c6a-e26b-4fd5-ac7f-4a1693d16ffa",,"Vraťte vyplněný formulář pod dveře na adresu |sidejob.poster.home.name|.",,,,"11:07 05/09/2022",
"896ae3de-94bb-43f5-92e8-c229a4ba2e15",,"Může být u nich doma nebo v |sidejob.purp.job.employer.name|.",,,,"11:07 05/09/2022",
