"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc."
"sitfloor",,"Podlaha",,,,"11:49 05/09/2022"
"lean",,"Opřít se",,,,"11:49 05/09/2022"
"vendingmachinekola",,"Prodejní automat",,,,"11:49 05/09/2022"
"vendingmachinesnacks",,"Prodejní automat",,,,"11:49 05/09/2022"
"breathmintswrapper",,"Obal od žvýkaček",,,,"11:49 05/09/2022"
"noodleboxjunk",,"Box na nudle",,,,"11:49 05/09/2022"
"mangoricejunk",,"Smetí",,,,"11:49 05/09/2022"
"metalbucket",,"Kovový kbelík",,,,"11:49 05/09/2022"
"bicycle",,"Kolo",,,,"11:49 05/09/2022"
"toiletpaper",,"Toaletní papír",,,,"11:49 05/09/2022"
"bleach",,"Bělidlo",,,,"11:49 05/09/2022"
"dumbell",,"Činka",,,,"11:49 05/09/2022"
"shipinbottle",,"Loď v láhvi",,,,"11:49 05/09/2022"
"leatherball",,"Míč",,,,"11:49 05/09/2022"
"soccerball",,"Fotbalový míč",,,,"11:49 05/09/2022"
"americanfootball",,"Americký fotbal",,,,"11:49 05/09/2022"
"tennisball",,"Tenisový míček",,,,"11:49 05/09/2022"
"trophy",,"Trofej",,,,"11:49 05/09/2022"
"filmcanister",,"Filmový kanystr",,,,"11:49 05/09/2022"
"photochemicals",,"Fotochemikálie",,,,"11:49 05/09/2022"
"wetfloorsign",,"Cedule mokrá podlaha",,,,"11:49 05/09/2022"
"shoesingleboot",,"Bota",,,,"11:49 05/09/2022"
"turpentine",,"Terpentýn",,,,"11:49 05/09/2022"
"trafficcone",,"Dopravní kužel",,,,"11:49 05/09/2022"
"cushion",,"Polštář",,,,"11:49 05/09/2022"
"chopsticktin",,"Plechovka na hůlky",,,,"11:49 05/09/2022"
"wok",,"Wok",,,,"11:49 05/09/2022"
"towelrail",,"Držák na ručníky",,,,"11:49 05/09/2022"
"bandage",,"Obvaz",,,,"11:49 05/09/2022"
"splint",,"Dlaha",,,,"11:49 05/09/2022"
"vendingmachineelgen",,"Prodejní automat",,,,"11:49 05/09/2022"
"vendingmachinenewspapers",,"Prodejní automat",,,,"11:49 05/09/2022"
"bedhospital",,"Nemocniční postel",,,,"11:49 05/09/2022"
"hospitalbed",,"Nemocniční postel",,,,"11:49 05/09/2022"
"supermarketcabbages",,"Zelí",,,,"11:49 05/09/2022"
"supermarketapples",,"Jablka",,,,"11:49 05/09/2022"
"supermarketbananas",,"Banány",,,,"11:49 05/09/2022"
"supermarketshelf",,"Police",,,,"11:49 05/09/2022"
"supermarketsynthfish",,"SynthFish",,,,"11:49 05/09/2022"
"supermarketdrinkscooler",,"Chladič nápojů",,,,"11:49 05/09/2022"
"supermarketmagazinestand",,"Stojan na časopisy",,,,"11:49 05/09/2022"
"supermarketfridge",,"Lednice",,,,"11:49 05/09/2022"
"supermarketfruitstand",,"Stojan na ovoce",,,,"11:49 05/09/2022"
"supermarketfreezer",,"Mrazák",,,,"11:49 05/09/2022"
"washingmachinedoor",,"Pračka",,,,"11:49 05/09/2022"
"bedsync",,"Synchronizační postel",,,,"11:49 05/09/2022"
"payphonestreet",,"Telefonní budka",,,,"11:49 05/09/2022"
"padlock",,"Visací zámek",,,,"11:49 05/09/2022"
"storageboxemptylocked",,"Úložný box",,,,"11:49 05/09/2022"
"powerboxdoor",,"Dveře napájecí skříně",,,,"11:49 05/09/2022"
"policewallet",,"Starý policejní odznak",,,,"11:49 05/09/2022"
"lockpickkit",,"Sada pro otevírání zámků",,,,"11:49 05/09/2022"
"policeautomat",,"Skříň na zbraně",,,,"11:49 05/09/2022"
"aisinkactions","LOC_IGNORE","AISinkActions",,,,"11:49 05/09/2022"
"overwatchstreetlight",,"Pouliční osvětlení Overwatch",,,,"11:49 05/09/2022"
"casetray",,"Přihrádka na případy",,,,"11:49 05/09/2022"
"bookcubposter",,"Plakát",,,,"11:49 05/09/2022"
"salesledger",,"Kniha prodejů",,,,"11:49 05/09/2022"
"vendingmachinecoffee",,"Kávomat",,,,"11:49 05/09/2022"
"pistolbullethole",,"8mm díra po kulce",,,,"11:49 05/09/2022"
"pistolentrywound",,"8mm vstupní rána",,,,"11:49 05/09/2022"
"pistolexitwound",,"8mm výstupní rána",,,,"11:49 05/09/2022"
"apartmentsalenote",,"Byt na prodej",,,,"11:49 05/09/2022"
"salenote",,"Byt na prodej",,,,"11:49 05/09/2022"
"bigfloralpanelled",,"Velký květinový panelovaný",,,,"11:49 05/09/2022"
"bigforal",,"Velký květinový",,,,"11:49 05/09/2022"
"brick",,"Cihla",,,,"11:49 05/09/2022"
"deco",,"Deco",,,,"11:49 05/09/2022"
"decocurved",,"Deco zakřivené",,,,"11:49 05/09/2022"
"decocurvedpanelled",,"Deco zakřivené panelované",,,,"11:49 05/09/2022"
"decopanelled",,"Deco panelované",,,,"11:49 05/09/2022"
"furdelis",,"Fur De Lis",,,,"11:49 05/09/2022"
"furdelistpanelled",,"Fur De Lis panelované",,,,"11:49 05/09/2022"
"largediamond",,"Velký diamant",,,,"11:49 05/09/2022"
"largediamondpanelled",,"Velký diamant panelovaný",,,,"11:49 05/09/2022"
"marble",,"Mramor",,,,"11:49 05/09/2022"
"marbletiled",,"Mramorové dlaždice",,,,"11:49 05/09/2022"
"metrotiles",,"Metro dlaždice",,,,"11:49 05/09/2022"
"oldbrick",,"Stará cihla",,,,"11:49 05/09/2022"
"plainwall",,"Hladká stěna",,,,"11:49 05/09/2022"
"retroflowers",,"Retro květiny",,,,"11:49 05/09/2022"
"retroflowerspanelled",,"Retro květiny panelované",,,,"11:49 05/09/2022"
"rooster",,"Kohout",,,,"11:49 05/09/2022"
"squaretiles",,"Čtvercové dlaždice",,,,"11:49 05/09/2022"
"squaretileshalf",,"Čtvercové dlaždice napůl",,,,"11:49 05/09/2022"
"stripedwallpaper",,"Pruhovaná tapeta",,,,"11:49 05/09/2022"
"stripedwallpaperpanelling",,"Pruhovaná tapeta panelovaná",,,,"11:49 05/09/2022"
"woodenpanelling",,"Dřevěné obložení",,,,"11:49 05/09/2022"
"carpet",,"Koberec",,,,"11:49 05/09/2022"
"carpetkubrick01",,"Koberec Retro A",,,,"11:49 05/09/2022"
"carpetkubrick02",,"Koberec Retro B",,,,"11:49 05/09/2022"
"carpetoval",,"Koberec Ovál",,,,"11:49 05/09/2022"
"carpetturkish",,"Koberec Turecký",,,,"11:49 05/09/2022"
"coatedconcrete",,"Potažený beton",,,,"11:49 05/09/2022"
"concretefloor",,"Betonová podlaha",,,,"11:49 05/09/2022"
"floortiles",,"Podlahové dlaždice",,,,"11:49 05/09/2022"
"floortilesfloral",,"Podlahové dlaždice květinové",,,,"11:49 05/09/2022"
"floortileshex",,"Podlahové dlaždice šestiúhelník",,,,"11:49 05/09/2022"
"linoplain",,"Lino hladké",,,,"11:49 05/09/2022"
"linotilescross",,"Lino dlaždice kříž",,,,"11:49 05/09/2022"
"linotilesdiamond",,"Lino dlaždice diamant",,,,"11:49 05/09/2022"
"linotileslarge",,"Lino dlaždice velké",,,,"11:49 05/09/2022"
"linotilessmall",,"Lino dlaždice malé",,,,"11:49 05/09/2022"
"linotilestiny",,"Lino dlaždice maličké",,,,"11:49 05/09/2022"
"marblefloor",,"Mramorová podlaha",,,,"11:49 05/09/2022"
"spotcarpet",,"Koberec s puntíky",,,,"11:49 05/09/2022"
"woodenfloorpainted",,"Natřená dřevěná podlaha",,,,"11:49 05/09/2022"
"woodenfloorparquet",,"Parketová dřevěná podlaha",,,,"11:49 05/09/2022"
"woodenfloorrough",,"Hrubá dřevěná podlaha",,,,"11:49 05/09/2022"
"woodenfloorvarnished 1",,"Lakovaná dřevěná podlaha",,,,"11:49 05/09/2022"
"ceilingtiles",,"Stropní dlaždice",,,,"11:49 05/09/2022"
"plasterceiling",,"Sádrový strop",,,,"11:49 05/09/2022"
"suicidenote",,"Dopis na rozloučenou",,,,"11:49 05/09/2022"
"footprint",,"Otisk nohy",,,,"11:49 05/09/2022"
"standinglamp",,"Stojací lampa",,,,"11:49 05/09/2022"
"syncchamber",,"Synchronizační komora",,,,"11:49 05/09/2022"
"syncmachine",,"Synchronizační stroj",,,,"11:49 05/09/2022"
"m21rifle",,"Hamiltonova puška",,,,"11:49 05/09/2022"
"weaponsdealerbuypoint","LOC_IGNORE","WeaponsDealerBuyPoint",,,,"11:49 05/09/2022"
"purse",,"Kabelka",,,,"11:49 05/09/2022"
"wallet",,"Peněženka",,,,"11:49 05/09/2022"
"codebreakerused",,"Lamač kódů (použitý)",,,,"11:49 05/09/2022"
"doorwedgeused",,"Zarážka dveří (použitá)",,,,"11:49 05/09/2022"
"breakerboxdoor",,"Jističová skříň",,,,"11:49 05/09/2022"
"breakerleversecurity",,"Jistič bezpečnostního systému",,,,"11:49 05/09/2022"
"breakerleverdoors",,"Jistič bezpečnostních dveří",,,,"11:49 05/09/2022"
"breakerleverlights",,"Jistič světel",,,,"11:49 05/09/2022"
"jazzchaos",,"Jazz Chaos",,,,"11:49 05/09/2022"
"smallfloral",,"Malý květinový",,,,"11:49 05/09/2022"
"smallfloralpanelled",,"Malý květinový panelovaný",,,,"11:49 05/09/2022"
"tartanwallpaper",,"Tartanová tapeta",,,,"11:49 05/09/2022"
"murder_journal",,"Deník",,,,"11:49 05/09/2022"
"murder_noteonboard",,"Poznámka",,,,"11:49 05/09/2022"
"murder_notetoself",,"Poznámka",,,,"11:49 05/09/2022"
"murder_sightinglog",,"Deník",,,,"11:49 05/09/2022"
"murder_notefromsupervisor",,"Poznámka",,,,"11:49 05/09/2022"
"murder_halfwrittenletter",,"Dopis",,,,"11:49 05/09/2022"
"bungeoppangwhole",,"Bungeo Ppang",,,,"11:49 05/09/2022"
"tikatoast",,"Tika Toast",,,,"11:49 05/09/2022"
"kitchenroll",,"Kuchyňská role",,,,"11:49 05/09/2022"
"turntablelid",,"Víko gramofonu",,,,"11:49 05/09/2022"
"saucepan",,"Rendlík",,,,"11:49 05/09/2022"
"dentalfloss",,"Zubní nit",,,,"11:49 05/09/2022"
"fryingpan",,"Pánev",,,,"11:49 05/09/2022"
"soapbar",,"Mýdlo",,,,"11:49 05/09/2022"
"toiletbrush",,"WC štětka",,,,"11:49 05/09/2022"
"pencil",,"Tužka",,,,"11:49 05/09/2022"
"videotape",,"Videokazeta",,,,"11:49 05/09/2022"
"betablockers",,"Beta blokátory",,,,"11:49 05/09/2022"
"sponge",,"Houba",,,,"11:49 05/09/2022"
"metalwire",,"Kovový drát",,,,"11:49 05/09/2022"
"perfume",,"Parfém",,,,"11:49 05/09/2022"
"coughmedicine",,"Lék na kašel",,,,"11:49 05/09/2022"
"powerdrill",,"Elektrická vrtačka",,,,"11:49 05/09/2022"
"nailbox",,"Krabice na hřebíky",,,,"11:49 05/09/2022"
"matchbox",,"Krabice na zápalky",,,,"11:49 05/09/2022"
"wrench",,"Klíč",,,,"11:49 05/09/2022"
"glazedwidevase",,"Glazovaná široká váza",,,,"11:49 05/09/2022"
"fabricscissors",,"Nůžky na látku",,,,"11:49 05/09/2022"
"antiquevase",,"Starožitná váza",,,,"11:49 05/09/2022"
"smallceramicjar",,"Malá keramická dóza",,,,"11:49 05/09/2022"
"boxcutter",,"Odlamovací nůž",,,,"11:49 05/09/2022"
"tissuebox",,"Krabice na kapesníky",,,,"11:49 05/09/2022"
"asthmainhaler",,"Inhalátor na astma",,,,"11:49 05/09/2022"
"insulininjector",,"Inzulínový injektor",,,,"11:49 05/09/2022"
"hourglass",,"Přesýpací hodiny",,,,"11:49 05/09/2022"
"architecturalmodel",,"Architektonický model",,,,"11:49 05/09/2022"
"rope",,"Lano",,,,"11:49 05/09/2022"
"mahjongtile",,"Mahjongová dlaždice",,,,"11:49 05/09/2022"
"woodenmannequin",,"Dřevěná figurína",,,,"11:49 05/09/2022"
"jugglingset",,"Žonglérská sada",,,,"11:49 05/09/2022"
"whitedice",,"Bílé kostky",,,,"11:49 05/09/2022"
"reddice",,"Červené kostky",,,,"11:49 05/09/2022"
"oilcan",,"Olejnička",,,,"11:49 05/09/2022"
"toolbox",,"Skříňka na nářadí",,,,"11:49 05/09/2022"
"skull",,"Lebka",,,,"11:49 05/09/2022"
"largebone",,"Velká kost",,,,"11:49 05/09/2022"
"mediumbone",,"Střední kost",,,,"11:49 05/09/2022"
"bonepile",,"Hromada kostí",,,,"11:49 05/09/2022"
"smallbone",,"Malá kost",,,,"11:49 05/09/2022"
"clothesbasket",,"Koš na prádlo",,,,"11:49 05/09/2022"
"plasticstool",,"Plastová stolička",,,,"11:49 05/09/2022"
"snackjar",,"Dóza na svačinu",,,,"11:49 05/09/2022"
"aloochaat",,"Aloo Chaat",,,,"11:49 05/09/2022"
"fairybread",,"Pohádkový chléb",,,,"11:49 05/09/2022"
"casefilea4",,"Spis",,,,"11:49 05/09/2022"
"folder",,"Složka",,,,"11:49 05/09/2022"
"chemistryset",,"Chemická souprava",,,,"11:49 05/09/2022"
"hotellight",,"Hotelové světlo",,,,"11:49 05/09/2022"
"wristwatch",,"Náramkové hodinky",,,,"11:49 05/09/2022"
"poolballeight",,"Koule č. 8",,,,"11:49 05/09/2022"
"poolballstripedyellow",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballstripedred",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballstripedpurple",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballsolidblue",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballsolidbrown",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballsolidgreen",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballsolidpink",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballsolidpurple",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballsolidred",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballsolidyellow",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballstripedblue",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballstripedbrown",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballstripedgreen",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballstripedpink",,"Kulečníková koule",,,,"11:49 05/09/2022"
"poolballwhite",,"Kulečníková koule",,,,"11:49 05/09/2022"
"pooltable",,"Kulečníkový stůl",,,,"11:49 05/09/2022"
"birthcontrolpills",,"Antikoncepční pilulky",,,,"11:49 05/09/2022"
"heatpack",,"Hřejivý polštářek",,,,"11:49 05/09/2022"
"diamond",,"Diamant",,,,"11:49 05/09/2022"
"cleaningspray",,"Čisticí sprej",,,,"11:49 05/09/2022"
"dango",,"Dango",,,,"11:49 05/09/2022"
"churros",,"Churros",,,,"11:49 05/09/2022"
"eclair",,"Eclair",,,,"11:49 05/09/2022"
"ammunitionboxclosed",,"Bedna s municí",,,,"11:49 05/09/2022"
"ammunitionboxopen",,"Bedna s municí",,,,"11:49 05/09/2022"
"ring",,"Prsten",,,,"11:49 05/09/2022"
"printedemployeerecord",,"Tištěný záznam zaměstnance",,,,"11:49 05/09/2022"
"printedcitizenfile",,"Tištěný spis občana",,,,"11:49 05/09/2022"
"printedresidentsfile",,"Tištěný spis rezidentů",,,,"11:49 05/09/2022"
"printedresidentfile",,"Tištěný spis rezidenta",,,,"11:49 05/09/2022"
"workrota",,"Pracovní rozvrh",,,,"11:49 05/09/2022"
"employmentcontract",,"Pracovní smlouva",,,,"11:49 05/09/2022"
"fancyfloortiles",,"Luxusní podlahové dlaždice",,,,"11:49 05/09/2022"
"filingcabinet",,"Kartotéka",,,,"11:49 05/09/2022"
"vintagetelephonetable",,"Vintage telefonní stolek",,,,"11:49 05/09/2022"
"vintagearmchair",,"Vintage křeslo",,,,"11:49 05/09/2022"
"oldtelevisionlarge 1",,"Stará televize",,,,"11:49 05/09/2022"
"publiccorkboard",,"Nástěnka",,,,"11:49 05/09/2022"
"shelf",,"Police",,,,"11:49 05/09/2022"
"wallpictureportraitwoodenframe",,"Nástěnný portrét",,,,"11:49 05/09/2022"
"mirror",,"Zrcadlo",,,,"11:49 05/09/2022"
"litterdecal",,"Odpadky",,,,"11:49 05/09/2022"
"marblepillar",,"Mramorový sloup",,,,"11:49 05/09/2022"
"barshelf",,"Barová police",,,,"11:49 05/09/2022"
"deerhead",,"Jelení hlava",,,,"11:49 05/09/2022"
"gemsteadersign",,"Cedule Gemsteader",,,,"11:49 05/09/2022"
"bathroommat",,"Koupelnová rohož",,,,"11:49 05/09/2022"
"bathroomscales",,"Koupelnová váha",,,,"11:49 05/09/2022"
"shower",,"Sprcha",,,,"11:49 05/09/2022"
"showernowall",,"Sprcha (bez stěny)",,,,"11:49 05/09/2022"
"vintagebath",,"Vintage vana",,,,"11:49 05/09/2022"
"vintagebed",,"Vintage postel",,,,"11:49 05/09/2022"
"bookcase30s",,"Knihovna",,,,"11:49 05/09/2022"
"largebookcase",,"Velká knihovna",,,,"11:49 05/09/2022"
"largeindustrialshelving",,"Velké průmyslové regály",,,,"11:49 05/09/2022"
"weaponsdisplaycabinet",,"Vitrína na zbraně",,,,"11:49 05/09/2022"
"bathroomcabinet",,"Koupelnová skříňka",,,,"11:49 05/09/2022"
"displaycabinet",,"Vitrína",,,,"11:49 05/09/2022"
"medicinecabinet",,"Lékárnička",,,,"11:49 05/09/2022"
"medicinecart",,"Lékařský vozík",,,,"11:49 05/09/2022"
"midcenturycabinet",,"Skříňka z poloviny století",,,,"11:49 05/09/2022"
"midcenturystorageunit1",,"Úložná jednotka z poloviny století A",,,,"11:49 05/09/2022"
"midcenturystorageunit2",,"Úložná jednotka z poloviny století B",,,,"11:49 05/09/2022"
"modernwoodcabinet",,"Moderní dřevěná skříňka",,,,"11:49 05/09/2022"
"shortfilingcabinet",,"Nízká kartotéka",,,,"11:49 05/09/2022"
"vintagesafe",,"Vintage trezor",,,,"11:49 05/09/2022"
"70ssofa",,"Pohovka",,,,"11:49 05/09/2022"
"brownarmchair",,"Hnědé křeslo",,,,"11:49 05/09/2022"
"brownsofalarge",,"Velká hnědá pohovka",,,,"11:49 05/09/2022"
"brownsofasmall",,"Malá hnědá pohovka",,,,"11:49 05/09/2022"
"chesterfieldsofa",,"Chesterfield pohovka",,,,"11:49 05/09/2022"
"dinerboothseatchesterfielda",,"Sedačka do jídelny Chesterfield A",,,,"11:49 05/09/2022"
"dinerboothseatchesterfieldb",,"Sedačka do jídelny Chesterfield B",,,,"11:49 05/09/2022"
"dinerboothseatstripeda",,"Sedačka do jídelny pruhovaná A",,,,"11:49 05/09/2022"
"dinerboothseatstripedb",,"Sedačka do jídelny pruhovaná B",,,,"11:49 05/09/2022"
"moldedseatsa",,"Tvarovaná sedadla A",,,,"11:49 05/09/2022"
"moldedseatsb",,"Tvarovaná sedadla B",,,,"11:49 05/09/2022"
"recliner",,"Polohovací křeslo",,,,"11:49 05/09/2022"
"reclinerfootstool",,"Podnožka k polohovacímu křeslu",,,,"11:49 05/09/2022"
"wheelchair",,"Invalidní vozík",,,,"11:49 05/09/2022"
"vintagecooker",,"Vintage sporák",,,,"11:49 05/09/2022"
"breakfastbar",,"Snídaňový bar",,,,"11:49 05/09/2022"
"dinerceilingmenu",,"Jídelní lístek na stropě jídelny",,,,"11:49 05/09/2022"
"displaycounter",,"Pult",,,,"11:49 05/09/2022"
"kitchencountersmall",,"Malá kuchyňská linka",,,,"11:49 05/09/2022"
"kitchencountersmallnodrawers",,"Malá kuchyňská linka bez šuplíků",,,,"11:49 05/09/2022"
"kitchenettefridgeunit",,"Kuchyňský chladicí box",,,,"11:49 05/09/2022"
"kitchenoverheadcupboard",,"Kuchyňská skříňka",,,,"11:49 05/09/2022"
"kitchensink",,"Kuchyňský dřez",,,,"11:49 05/09/2022"
"midcenturykitchenette",,"Kuchyňský kout z poloviny století",,,,"11:49 05/09/2022"
"modernkitchenette",,"Moderní kuchyňský kout",,,,"11:49 05/09/2022"
"vintagekitchenette",,"Vintage kuchyňský kout",,,,"11:49 05/09/2022"
"hoteldesk",,"Hotelová recepce",,,,"11:49 05/09/2022"
"moderncornerdesk",,"Moderní rohový stůl",,,,"11:49 05/09/2022"
"vintagedesk",,"Vintage stůl",,,,"11:49 05/09/2022"
"workbench",,"Pracovní stůl",,,,"11:49 05/09/2022"
"writingdesk",,"Psací stůl",,,,"11:49 05/09/2022"
"fireplace",,"Krb",,,,"11:49 05/09/2022"
"marblefireplace",,"Mramorový krb",,,,"11:49 05/09/2022"
"vintagefridge",,"Vintage lednice",,,,"11:49 05/09/2022"
"tallpaperlamp",,"Vysoká papírová lampa",,,,"11:49 05/09/2022"
"dinerboothlowceiling",,"Strop jídelny",,,,"11:49 05/09/2022"
"easel",,"Malířský stojan",,,,"11:49 05/09/2022"
"eegmachine",,"EEG stroj",,,,"11:49 05/09/2022"
"piano",,"Piano",,,,"11:49 05/09/2022"
"restaurantbin",,"Odpadkový koš",,,,"11:49 05/09/2022"
"surgicallamp",,"Chirurgická lampa",,,,"11:49 05/09/2022"
"vintagecoatstand",,"Vintage věšák na kabáty",,,,"11:49 05/09/2022"
"welcomemat",,"Uvítací rohož",,,,"11:49 05/09/2022"
"pneumaticpipes",,"Pneumatické trubky",,,,"11:49 05/09/2022"
"receptionwaitingseat",,"Čekací sedadlo",,,,"11:49 05/09/2022"
"hangingbasket",,"Závěsný koš",,,,"11:49 05/09/2022"
"houseplant",,"Pokojová rostlina",,,,"11:49 05/09/2022"
"standingpot",,"Stojící květináč",,,,"11:49 05/09/2022"
"vintageradiator",,"Vintage radiátor",,,,"11:49 05/09/2022"
"livingroomrug",,"Koberec A",,,,"11:49 05/09/2022"
"livingroomrug2",,"Koberec B",,,,"11:49 05/09/2022"
"vintagesideboard",,"Vintage příborník",,,,"11:49 05/09/2022"
"vintagesink",,"Vintage dřez",,,,"11:49 05/09/2022"
"hifisystem",,"Hi-Fi systém",,,,"11:49 05/09/2022"
"jukebox",,"Jukebox",,,,"11:49 05/09/2022"
"drinkscooler",,"Chladič nápojů",,,,"11:49 05/09/2022"
"freestandingatm",,"Volně stojící bankomat",,,,"11:49 05/09/2022"
"parkbench",,"Parková lavička",,,,"11:49 05/09/2022"
"picnicbench",,"Pikniková lavička",,,,"11:49 05/09/2022"
"coffetable",,"Konferenční stolek A",,,,"11:49 05/09/2022"
"coffetable2",,"Konferenční stolek B",,,,"11:49 05/09/2022"
"dinerboothtablewood",,"Dřevěný stůl do jídelny",,,,"11:49 05/09/2022"
"sidetable",,"Odkládací stolek",,,,"11:49 05/09/2022"
"simplediningtable",,"Jednoduchý jídelní stůl",,,,"11:49 05/09/2022"
"simplesmalltable",,"Jednoduchý malý stolek",,,,"11:49 05/09/2022"
"moderntelevison",,"Moderní televize",,,,"11:49 05/09/2022"
"vintagetoilet",,"Vintage toaleta",,,,"11:49 05/09/2022"
"midcenturyvanity",,"Toaletní stolek z poloviny století",,,,"11:49 05/09/2022"
"vintagevanity",,"Vintage toaletní stolek",,,,"11:49 05/09/2022"
"cigarettemachine",,"Automat na cigarety",,,,"11:49 05/09/2022"
"colamachine",,"Automat na kolu",,,,"11:49 05/09/2022"
"elgenmachine",,"El-Gen stroj",,,,"11:49 05/09/2022"
"snackmachine",,"Automat na občerstvení",,,,"11:49 05/09/2022"
"atm",,"Bankomat",,,,"11:49 05/09/2022"
"dartboard",,"Terč na šipky",,,,"11:49 05/09/2022"
"dinerwallmenu",,"Jídelní lístek na zdi jídelny",,,,"11:49 05/09/2022"
"employeephotoboard",,"Nástěnka s fotografiemi zaměstnanců",,,,"11:49 05/09/2022"
"fairylights",,"Vánoční světýlka",,,,"11:49 05/09/2022"
"firehose",,"Hasičská hadice",,,,"11:49 05/09/2022"
"flagoldempire",,"Vlajka Stará říše",,,,"11:49 05/09/2022"
"flagredgums",,"Vlajka Rudé dásně",,,,"11:49 05/09/2022"
"jerseyframe",,"Rám dresu",,,,"11:49 05/09/2022"
"poster",,"Plakát",,,,"11:49 05/09/2022"
"privatecorkboard",,"Nástěnka",,,,"11:49 05/09/2022"
"redlanternwallfixture",,"Nástěnná svítilna s červenou lucernou",,,,"11:49 05/09/2022"
"wallbutterflyframe",,"Rám s motýlem na stěně",,,,"11:49 05/09/2022"
"wallclock",,"Nástěnné hodiny",,,,"11:49 05/09/2022"
"wallpicturelandscapewoodenframe",,"Nástěnný obraz krajiny",,,,"11:49 05/09/2022"
"wallpicturesquarewoodenframe",,"Nástěnný čtvercový obraz",,,,"11:49 05/09/2022"
"vintagewardrobe",,"Vintage šatní skříň",,,,"11:49 05/09/2022"
"lightmetal",,"Světelný kov",,,,"11:49 05/09/2022"
"rusticbrick",,"Rustikální cihla",,,,"11:49 05/09/2022"
"employmentcontracthome",,"Pracovní smlouva",,,,"11:49 05/09/2022"
"junklarge",,"Velký harampádí",,,,"11:49 05/09/2022"
"junk",,"Harampádí",,,,"11:49 05/09/2022"
"walllamp",,"Nástěnná lampa",,,,"11:49 05/09/2022"
"kitchenette",,"Kuchyňský kout",,,,"11:49 05/09/2022"
"aibathroomsinkactions","LOC_IGNORE","Akce umyvadla v koupelně AI",,,,"11:49 05/09/2022"
"battlerifle",,"Puška Faucon",,,,"11:49 05/09/2022"
"revolver",,"Lucky 7",,,,"11:49 05/09/2022"
"semiautomaticpistolsilenced",,"Lazarus 5 s tlumičem",,,,"11:49 05/09/2022"
"shotgun",,"Brokovnice Shackley",,,,"11:49 05/09/2022"
"sniperrifle",,"Puška Hamilton",,,,"11:49 05/09/2022"
"buckshotbullethole",,"Díra po brocích",,,,"11:49 05/09/2022"
"riflebulletcasing",,"Vystřelená nábojnice z pušky",,,,"11:49 05/09/2022"
"buckshotbulletcasing",,"Vystřelená nábojnice z broků",,,,"11:49 05/09/2022"
"buckshotentrywound",,"Vstupní rána po brocích",,,,"11:49 05/09/2022"
"riflebullethole",,"Díra po kulce z pušky",,,,"11:49 05/09/2022"
"rifleentrywound",,"Vstupní rána po pušce",,,,"11:49 05/09/2022"
"vintagesword",,"Meč",,,,"11:49 05/09/2022"
"smallcalibreentrywound",,"Vstupní rána malého kalibru",,,,"11:49 05/09/2022"
"smallcalibrebullethole",,"Díra po kulce malého kalibru",,,,"11:49 05/09/2022"
"cctvtowerterminal",,"Terminál CCTV věže",,,,"11:49 05/09/2022"
"detectivestuff",,"Detektivní věci",,,,"11:49 05/09/2022"
"briefcase",,"Aktovka",,,,"11:49 05/09/2022"
"telephonecall",,"Telefonní hovor",,,,"11:49 05/09/2022"
"pocketwatch",,"Kapesní hodinky",,,,"11:49 05/09/2022"
"donorcard",,"Dárcovská karta",,,,"11:49 05/09/2022"
"industrialwalllamp",,"Průmyslová nástěnná lampa",,,,"11:49 05/09/2022"
"vintagewalllamp",,"Vintage nástěnná lampa",,,,"11:49 05/09/2022"
"modernwalllamp",,"Moderní nástěnná lampa",,,,"11:49 05/09/2022"
"restaurantdivider",,"Restaurace rozdělovač",,,,"11:49 05/09/2022"
"leaningpoint","LOC_IGNORE","Opěrný bod",,,,"11:49 05/09/2022"
"syncdiskupgrade",,"Ampulka s vylepšením Sync Disku",,,,"11:49 05/09/2022"
"syringe",,"Stříkačka",,,,"11:49 05/09/2022"
"truncheon",,"Obušek",,,,"11:49 05/09/2022"
"ropeweapon",,"Lano",,,,"11:49 05/09/2022"
"creditcard",,"Kreditní karta",,,,"11:49 05/09/2022"
"streetcrimescene",,"Místo činu na ulici",,,,"11:49 05/09/2022"
"floordecalobject",,"Podlahová nálepka",,,,"11:49 05/09/2022"
"walldecalobject",,"Nástěnná nálepka",,,,"11:49 05/09/2022"
"officecubicleinvert",,"Kancelářská kóje invert",,,,"11:49 05/09/2022"
"largecalibrebullethole",,"Díra po kulce velkého kalibru",,,,"11:49 05/09/2022"
"incisionwound",,"Řezná rána",,,,"11:49 05/09/2022"
